Draft_Year,Outcome_Season,Player,POS,Height_in,Wingspan_in,Standing_Reach_in,Hand_Length,Hand_Width,Weight_lbs,Lane_Agility_Time,Shuttle_Run,Three_Quarter_Sprint,Standing_Vertical_Leap,Max_Vertical_Leap,G,GS,MP,DWS,WS,OBPM,DBPM,BPM,Has_Preferred_Model_Inputs,Has_NBA_Outcome,Exclude_From_Modeling,Modeling_Row_DBPM,Height,Wingspan,Standing_Reach,Max_Bench_Press,Modeling_Row_DBPM_Expanded_No_Shuttle,Final_Model_Formula
2025,2025-26,Rasheer Fleming,,80.25,89.25,109.0,9.5,9.5,232.4,10.95,2.72,,27.0,,55.0,1.0,673.0,0.8,0.8,,-0.7,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,RJ Luis Jr.,,77.75,82.75,103.5,9.0,10.0,210.0,11.24,2.98,,31.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Rocco Zikarsky,,87.0,88.75,114.5,9.0,9.75,257.0,11.92,3.0,,27.5,,5.0,0.0,36.0,0.1,0.2,,1.7,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Ryan Kalkbrenner,,85.0,90.0,112.0,9.25,11.25,257.4,12.05,3.1,,29.0,,69.0,31.0,1479.0,2.1,5.7,,1.3,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Sion James,,76.5,78.5,100.0,8.25,9.25,217.6,10.91,2.93,,32.0,,82.0,19.0,1843.0,1.9,3.1,,1.1,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Tahaad Pettiford,,72.25,77.5,96.0,8.25,8.5,168.8,10.63,2.96,,31.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Thomas Sorber,,81.25,90.0,109.0,8.5,9.0,262.8,,,,,,,,,,,,,,False,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Tre Johnson,,76.75,82.25,101.0,8.5,8.0,190.4,10.49,3.11,,32.0,,60.0,42.0,1443.0,-0.1,-0.7,,-2.9,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Tyrese Proctor,,76.25,79.25,100.5,8.25,9.0,183.2,10.75,3.0,,30.5,,50.0,1.0,545.0,0.5,0.7,,-0.5,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,VJ Edgecombe,,76.0,79.5,101.5,8.5,9.5,193.2,11.27,2.93,,30.0,,75.0,75.0,2623.0,2.5,4.4,,-0.1,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Vladislav Goldin,,84.0,89.25,111.0,9.5,11.75,253.4,11.76,2.95,,26.5,,9.0,0.0,24.0,0.0,0.1,,4.5,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Walter Clayton Jr.,,74.0,76.0,97.5,8.25,9.75,199.0,10.52,2.81,,29.5,,69.0,6.0,1410.0,0.3,0.3,,-2.1,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Will Riley,,80.25,80.75,104.0,8.5,9.0,185.6,11.73,3.08,,27.5,,74.0,18.0,1633.0,0.0,0.4,,-2.6,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Yaxel Lendeborg,,80.5,88.0,108.5,9.25,10.0,234.6,11.68,3.09,,25.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Lachlan Olbrich,,80.75,,107.5,10.0,9.0,,11.9,3.0,,23.5,,37.0,2.0,344.0,0.3,0.5,,-0.2,,True,True,False,True,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Mackenzie Mgbako,,79.5,,103.0,9.0,9.25,,11.99,2.94,,27.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Yanic Konan Niederhauser,,83.25,87.25,111.0,9.5,9.0,,11.45,2.84,,33.5,,41.0,0.0,424.0,0.5,1.3,,0.4,,True,True,False,True,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
